word_id,aspect,partner,imperative_sg,imperative_pl,past_m,past_f,past_n,past_pl,presfut_conj_id,participle_active_present_id,participle_active_past_id,participle_passive_present_id,participle_passive_past_id
5467,perfective,хмыкать,хмы'кни,хмы'кните,хмы'кнул,хмы'кнула,хмы'кнуло,хмы'кнули,2656,,63504,,
5469,imperfective,отделить,отделя'й,отделя'йте,отделя'л,отделя'ла,отделя'ло,отделя'ли,1003,63505,63506,43956,
5472,imperfective,заслужить,заслу'живай,заслу'живайте,заслу'живал,заслу'живала,заслу'живало,заслу'живали,518,63507,63508,63509,
5476,imperfective,-,,,,,,,13987,,,,
5478,perfective,задевать,заде'нь,заде'ньте,заде'л,заде'ла,заде'ло,заде'ли,2657,,63510,,37971
5480,perfective,въезжать,въезжа'й,въезжа'йте,въе'хал,въе'хала,въе'хало,въе'хали,195,,63511,,
5481,imperfective,соблюсти,соблюда'й,соблюда'йте,соблюда'л,соблюда'ла,соблюда'ло,соблюда'ли,1832,63512,63513,63514,
5485,imperfective,возвыситься,возвыша'йся,возвыша'йтесь,возвыша'лся,возвыша'лась,возвыша'лось,возвыша'лись,122,63515,63516,,
5486,imperfective,издать,издава'й,издава'йте,издава'л,издава'ла,издава'ло,издава'ли,572,63517,63518,63519,
5494,imperfective,вырастить,расти',расти'те,расти'л,расти'ла,расти'ло,расти'ли,1694,61313,61314,61315,61316
5498,perfective,накидывать,наки'нь,наки'ньте,наки'нул,наки'нула,наки'нуло,наки'нули,2658,,63520,,63521
5499,imperfective,привезти,привози',привози'те,привози'л,привози'ла,привози'ло,привози'ли,1425,63522,63523,63524,
5500,imperfective,удивить,удивля'й,удивля'йте,удивля'л,удивля'ла,удивля'ло,удивля'ли,2037,63525,63526,63527,
5506,perfective,пересылать,перешли',перешли'те,пересла'л,пересла'ла,пересла'ло,пересла'ли,2659,,63528,,63529
5510,perfective,окликать,окли'кни,окли'кните,окли'кнул,окли'кнула,окли'кнуло,окли'кнули,2660,,63530,,63531
5512,perfective,предавать,преда'й,преда'йте,преда'л,предала',"преда'ло,предало'",преда'ли,1366,,63532,,5177
5515,imperfective,воцарить,цари',цари'те,цари'л,цари'ла,цари'ло,цари'ли,2661,63533,63534,,
5516,imperfective,обидеть,обижа'й,обижа'йте,обижа'л,обижа'ла,обижа'ло,обижа'ли,853,63535,63536,63537,
5520,perfective,укладываться,уля'гся,уля'гтесь,улёгся,улегла'сь,улегло'сь,улегли'сь,2662,,63538,,
5522,perfective,разбрасывать,разброса'й,разброса'йте,разброса'л,разброса'ла,разброса'ло,разброса'ли,1616,,63539,,47234
5523,imperfective,осудить,осужда'й,осужда'йте,осужда'л,осужда'ла,осужда'ло,осужда'ли,986,63540,63541,63542,
5525,perfective,закрываться,закро'йся,закро'йтесь,закры'лся,закры'лась,закры'лось,закры'лись,2663,,63543,,
5533,imperfective,замереть,замира'й,замира'йте,замира'л,замира'ла,замира'ло,замира'ли,490,63544,63545,,
5541,imperfective,сойтись,сходи'сь,сходи'тесь,сходи'лся,сходи'лась,сходи'лось,сходи'лись,2664,63546,63547,,
5543,imperfective,осуществиться,осуществля'йся,осуществля'йтесь,осуществля'лся,осуществля'лась,осуществля'лось,осуществля'лись,990,63548,63549,,
5544,imperfective,повлиять,влия'й,влия'йте,влия'л,влия'ла,влия'ло,влия'ли,104,63550,63551,,
5548,perfective,"травить,отравлять",отрави',отрави'те,отрави'л,отрави'ла,отрави'ло,отрави'ли,2665,,63552,,54384
5557,perfective,"работать;срабатывать",срабо'тай,срабо'тайте,срабо'тал,срабо'тала,срабо'тало,срабо'тали,2666,,63553,,63554
5560,perfective,выговаривать,вы'говори,вы'говорите,вы'говорил,вы'говорила,вы'говорило,вы'говорили,2667,,63555,,63556
5561,imperfective,сознать,сознава'й,сознава'йте,сознава'л,сознава'ла,сознава'ло,сознава'ли,2668,63557,63558,63559,
5562,imperfective,мигнуть,мига'й,мига'йте,мига'л,мига'ла,мига'ло,мига'ли,2669,63560,63561,,
5576,imperfective,подобрать,подбира'й,подбира'йте,подбира'л,подбира'ла,подбира'ло,подбира'ли,2670,63562,63563,63564,
5579,both,,ликвиди'руй,ликвиди'руйте,ликвиди'ровал,ликвиди'ровала,ликвиди'ровало,ликвиди'ровали,2671,63565,63566,63567,63568
5583,imperfective,-,поблёскивай,поблёскивайте,поблёскивал,поблёскивала,поблёскивало,поблёскивали,2672,63569,63570,,
5586,perfective,воображать,вообрази',вообрази'те,вообрази'л,вообрази'ла,вообрази'ло,вообрази'ли,146,,63571,,63572
5587,perfective,доводиться,,,,,довело'сь,,13919,,,,
5589,perfective,сбиваться,сбе'йся,сбе'йтесь,сби'лся,сби'лась,сби'лось,сби'лись,1730,,63573,,
5590,perfective,досылать,дошли',дошли'те,досла'л,досла'ла,досла'ло,досла'ли,2673,,63574,,63575
5591,perfective,закидывать,заки'нь,заки'ньте,заки'нул,заки'нула,заки'нуло,заки'нули,2674,,63576,,63577
5595,imperfective,совпасть,совпада'й,совпада'йте,совпада'л,совпада'ла,совпада'ло,совпада'ли,1842,55601,63578,,
5597,imperfective,свистнуть,свисти',свисти'те,свисте'л,свисте'ла,свисте'ло,свисте'ли,1742,14535,63579,,
5602,perfective,-,завопи',завопи'те,завопи'л,завопи'ла,завопи'ло,завопи'ли,2675,,63580,,
5603,perfective,сметь,посме'й,посме'йте,посме'л,посме'ла,посме'ло,посме'ли,1315,,63581,,
5604,perfective,смеяться,посме'йся,посме'йтесь,посмея'лся,посмея'лась,посмея'лось,посмея'лись,2676,,63582,,
5605,perfective,гасить,погаси',погаси'те,погаси'л,погаси'ла,погаси'ло,погаси'ли,2677,,63583,,45249
5607,imperfective,приговорить,пригова'ривай,пригова'ривайте,пригова'ривал,пригова'ривала,пригова'ривало,пригова'ривали,1431,63584,63585,63586,
5609,imperfective,упомянуть,упомина'й,упомина'йте,упомина'л,упомина'ла,упомина'ло,упомина'ли,2094,63587,63588,63589,
5615,perfective,вспоминаться,вспо'мнись,вспо'мнитесь,вспо'мнился,вспо'мнилась,вспо'мнилось,вспо'мнились,2678,,63590,,
5616,imperfective,охватить,охва'тывай,охва'тывайте,охва'тывал,охва'тывала,охва'тывало,охва'тывали,2679,63591,63592,63593,
5618,imperfective,побелеть,беле'й,беле'йте,беле'л,беле'ла,беле'ло,беле'ли,2680,63594,63595,,
5619,perfective,доживать,доживи',доживи'те,дожи'л//до'жил,дожила',дожи'ло//до'жило,дожи'ли//до'жили,2681,,63596,,63597
5629,imperfective,вре'заться,вреза'йся,вреза'йтесь,вре'зался,вре'залась,вре'залось,вре'зались,2682,,,,
5630,imperfective,дёрнуться,дёргайся,дёргайтесь,дёргался,дёргалась,дёргалось,дёргались,2684,63598,63599,,
5634,imperfective,-,шурши',шурши'те,шурша'л,шурша'ла,шурша'ло,шурша'ли,2201,63600,63601,,
5649,perfective,повышать,повы'сь,повы'сьте,повы'сил,повы'сила,повы'сило,повы'сили,2685,,63602,,3625
5651,perfective,сочинять,сочини',сочини'те,сочини'л,сочини'ла,сочини'ло,сочини'ли,2686,,63603,,16197
5654,perfective,губить,погуби',погуби'те,погуби'л,погуби'ла,погуби'ло,погуби'ли,2687,,63604,,63605
5657,imperfective,подарить,дари',дари'те,дари'л,дари'ла,дари'ло,дари'ли,2688,63606,63607,63608,63609
5658,perfective,захлопывать,захло'пни,захло'пните,захло'пнул,захло'пнула,захло'пнуло,захло'пнули,2689,,63610,,63611
5664,imperfective,сре'зать,среза'й,среза'йте,среза'л,среза'ла,среза'ло,среза'ли,2690,,,,
5667,imperfective,"нагреть,согреть",гре'й,гре'йте,гре'л,гре'ла,гре'ло,гре'ли,318,63612,63613,63614,63615
5669,imperfective,пошарить,ша'рь,ша'рьте,ша'рил,ша'рила,ша'рило,ша'рили,2194,63616,63617,,
5670,imperfective,-,намерева'йся,намерева'йтесь,намерева'лся,намерева'лась,намерева'лось,намерева'лись,783,63618,63619,,
5671,imperfective,погадать,гада'й,гада'йте,гада'л,гада'ла,гада'ло,гада'ли,292,63620,63621,,
5677,perfective,похищать,похи'ть,похи'тьте,похи'тил,похи'тила,похи'тило,похи'тили,1343,,63622,,63623
5682,perfective,предпочитать,предпочти',предпочти'те,предпочёл,предпочла',предпочло',предпочли',1378,,,,63624
5683,imperfective,покраснеть,красне'й,красне'йте,красне'л,красне'ла,красне'ло,красне'ли,676,63625,63626,,
5685,perfective,утыкаться,уткни'сь,уткни'тесь,уткну'лся,уткну'лась,уткну'лось,уткну'лись,2692,,63627,,
5686,perfective,ухватываться,ухвати'сь,ухвати'тесь,ухвати'лся,ухвати'лась,ухвати'лось,ухвати'лись,2693,,63628,,
5690,perfective,погружаться,погрузи'сь,погрузи'тесь,погрузи'лся,погрузи'лась,погрузи'лось,погрузи'лись,2694,,63629,,
5696,imperfective,сравнить,сра'внивай,сра'внивайте,сра'внивал,сра'внивала,сра'внивало,сра'внивали,1916,63630,63631,63632,
5697,perfective,скидывать,скинь,ски'ньте,ски'нул,ски'нула,ски'нуло,ски'нули,13931,,63633,,63634
5698,perfective,налаживать,нала'дь,нала'дьте,нала'дил,нала'дила,нала'дило,нала'дили,2695,,63635,,63636
5699,perfective,посыпа'ться,посы'пься,посы'пьтесь,посы'пался,посы'палась,посы'палось,посы'пались,2696,,,,
5703,perfective,исправлять,испра'вь,испра'вьте,испра'вил,испра'вила,испра'вило,испра'вили,615,,63637,,63638
5704,perfective,дёргаться,дёрнись,дёрнитесь,дёрнулся,дёрнулась,дёрнулось,дёрнулись,2698,,63639,,
5705,perfective,,зашага'й,зашага'йте,зашага'л,зашага'ла,зашага'ло,зашага'ли,2699,,63640,,
5710,perfective,"мыть,вымывать",вы'мой,вы'мойте,вы'мыл,вы'мыла,вы'мыло,вы'мыли,2700,,63641,,63642
5724,perfective,"рвать;порывать",порви',порви'те,порва'л,порвала',порва'ло,порва'ли,2701,,63643,,54425
5725,imperfective,раскрыть,раскрыва'й,раскрыва'йте,раскрыва'л,раскрыва'ла,раскрыва'ло,раскрыва'ли,1667,63644,63645,63646,
5726,imperfective,намекнуть,намека'й,намека'йте,намека'л,намека'ла,намека'ло,намека'ли,781,63647,63648,,
5727,imperfective,"прибегнуть,прибежать",прибега'й,прибега'йте,прибега'л,прибега'ла,прибега'ло,прибега'ли,2702,63649,63650,,
5728,imperfective,осветить,освеща'й,освеща'йте,освеща'л,освеща'ла,освеща'ло,освеща'ли,2703,63651,63652,63653,
5730,imperfective,поцеловаться,целу'йся,целу'йтесь,целова'лся,целова'лась,целова'лось,целова'лись,2179,63654,63655,,
5734,imperfective,-,жа'жди,жа'ждите,жа'ждал,жа'ждала,жа'ждало,жа'ждали,401,37730,63656,,
5739,imperfective,-,издева'йся,издева'йтесь,издева'лся,издева'лась,издева'лось,издева'лись,575,63657,63658,,
5741,perfective,усаживать,усади',усади'те,усади'л,усади'ла,усади'ло,усади'ли,2704,,63659,,63660
5746,imperfective,потеряться,теря'йся,теря'йтесь,теря'лся,теря'лась,теря'лось,теря'лись,2705,63661,63662,,
5749,perfective,отмахиваться,отмахни'сь,отмахни'тесь,отмахну'лся,отмахну'лась,отмахну'лось,отмахну'лись,2706,,63663,,
5750,imperfective,"спутать,запутать,перепутать,впутать",пу'тай,пу'тайте,пу'тал,пу'тала,пу'тало,пу'тали,1600,63664,63665,63666,63667
5754,perfective,укрываться,укро'йся,укро'йтесь,укры'лся,укры'лась,укры'лось,укры'лись,2707,,63668,,
5760,perfective,"хвалить,похвалять",похвали',похвали'те,похвали'л,похвали'ла,похвали'ло,похвали'ли,2708,,63669,,63670
5763,imperfective,-,обсто'й,обсто'йте,обстоя'л,обстоя'ла,обстоя'ло,обстоя'ли,2709,63671,63672,,
5764,imperfective,развить,развива'й,развива'йте,развива'л,развива'ла,развива'ло,развива'ли,1621,63673,63674,63675,
5765,perfective,набираться,набери'сь,набери'тесь,набра'лся,набрала'сь,набра'лось//набрало'сь,набра'лись//набрали'сь,2710,,63676,,
5774,imperfective,-,уха'живай,уха'живайте,уха'живал,уха'живала,уха'живало,уха'живали,2146,63677,63678,,
5775,perfective,обвинять,обвини',обвини'те,обвини'л,обвини'ла,обвини'ло,обвини'ли,842,,63679,,63680
5778,perfective,пробиваться,пробе'йся,пробе'йтесь,проби'лся,проби'лась,проби'лось,проби'лись,2711,,63681,,
5779,perfective,наваливаться,навали'сь,навали'тесь,навали'лся,навали'лась,навали'лось,навали'лись,2712,,63682,,
5786,imperfective,усилиться,уси'ливайся,уси'ливайтесь,уси'ливался,уси'ливалась,уси'ливалось,уси'ливались,2713,63683,63684,,
5788,imperfective,"деться,подеваться",дева'йся,дева'йтесь,дева'лся,дева'лась,дева'лось,дева'лись,2714,63685,63686,,
5789,imperfective,"взвыть,завыть",во'й,во'йте,вы'л,вы'ла,вы'ло,вы'ли,277,63687,63688,,
5793,perfective,заверять,заве'рь,заве'рьте,заве'рил,заве'рила,заве'рило,заве'рили,428,,63689,,52208
5795,perfective,поваливать,повали',повали'те,повали'л,повали'ла,повали'ло,повали'ли,2715,,63690,,63691
5796,imperfective,подъяться,подыма'йся,подыма'йтесь,подыма'лся,подыма'лась,подыма'лось,подыма'лись,2716,63692,63693,,
5803,imperfective,выдержать,выде'рживай,выде'рживайте,выде'рживал,выде'рживала,выде'рживало,выде'рживали,212,63694,63695,63696,
5808,imperfective,"запутаться,спутаться,впутаться",пу'тайся,пу'тайтесь,пу'тался,пу'талась,пу'талось,пу'тались,2717,63697,63698,,
5809,imperfective,заполнить,заполня'й,заполня'йте,заполня'л,заполня'ла,заполня'ло,заполня'ли,505,63699,63700,63701,
5818,imperfective,пробиться,пробива'йся,пробива'йтесь,пробива'лся,пробива'лась,пробива'лось,пробива'лись,2718,63702,63703,,
5821,imperfective,раздумать,разду'мывай,разду'мывайте,разду'мывал,разду'мывала,разду'мывало,разду'мывали,2719,63704,63705,,
5823,perfective,сниться,присни'сь,присни'тесь,присни'лся,присни'лась,присни'лось,присни'лись,1490,,63706,,
5824,perfective,,наплю'й,наплю'йте,наплева'л,наплева'ла,наплева'ло,наплева'ли,2720,,63707,,63708
5825,perfective,завоёвывать,завою'й,завою'йте,завоева'л,завоева'ла,завоева'ло,завоева'ли,436,,63709,,63710
5827,perfective,служить,послужи',послужи'те,послужи'л,послужи'ла,послужи'ло,послужи'ли,2721,,63711,,
5840,imperfective,обнаружить,обнару'живай,обнару'живайте,обнару'живал,обнару'живала,обнару'живало,обнару'живали,862,63712,63713,63714,
5845,imperfective,"сморщиться,наморщиться,поморщиться",мо'рщись,мо'рщьтесь,мо'рщился,мо'рщилась,мо'рщилось,мо'рщились,13885,63715,63716,,
5848,imperfective,придержать,приде'рживай,приде'рживайте,приде'рживал,приде'рживала,приде'рживало,приде'рживали,2722,63717,63718,63719,
5849,imperfective,-,предше'ствуй,предше'ствуйте,предше'ствовал,предше'ствовала,предше'ствовало,предше'ствовали,1394,33050,63720,,
5850,imperfective,признать,признава'й,признава'йте,признава'л,признава'ла,признава'ло,признава'ли,1445,63721,63722,63723,
5852,imperfective,установить,устана'вливай,устана'вливайте,устана'вливал,устана'вливала,устана'вливало,устана'вливали,13886,63724,63725,63726,
5853,imperfective,"попереть,запереть,спереть",при',при'те,пёр,пёрла,пёрло,пёрли,2723,63727,63728,,63729
5854,imperfective,топнуть,то'пай,то'пайте,то'пал,то'пала,то'пало,то'пали,2724,63730,63731,,
5855,imperfective,постыдиться,стыди'сь,стыди'тесь,стыди'лся,стыди'лась,стыди'лось,стыди'лись,2725,63732,63733,,
5859,imperfective,заменить,заменя'й,заменя'йте,заменя'л,заменя'ла,заменя'ло,заменя'ли,485,63734,63735,63736,
5860,perfective,опираться,обопри'сь,обопри'тесь,опёрся,оперла'сь,"опе'рлось, операло'сь","опера'лись, операли'сь",2726,,63737,,
5861,perfective,одолевать,одоле'й,одоле'йте,одоле'л,одоле'ла,одоле'ло,одоле'ли,2727,,63738,,63739
5866,perfective,оскорблять,оскорби',оскорби'те,оскорби'л,оскорби'ла,оскорби'ло,оскорби'ли,968,,63740,,63741
5872,perfective,ругаться,вы'ругайся,вы'ругайтесь,вы'ругался,вы'ругалась,вы'ругалось,вы'ругались,2728,,63742,,
5873,imperfective,изменить,изменя'й,изменя'йте,изменя'л,изменя'ла,изменя'ло,изменя'ли,578,63743,63744,38702,
5879,imperfective,свиснуть,свиса'й,свиса'йте,свиса'л,свиса'ла,свиса'ло,свиса'ли,2729,63745,63746,,
5884,imperfective,унести,уноси',уноси'те,уноси'л,уноси'ла,уноси'ло,уноси'ли,2089,63747,63748,63749,
5885,perfective,"готовиться,приготовляться,приготавливаться",пригото'вься,пригото'вьтесь,пригото'вился,пригото'вилась,пригото'вилось,пригото'вились,1434,,63750,,
5890,perfective,запоминаться,запо'мнись,запо'мнитесь,запо'мнился,запо'мнилась,запо'мнилось,запо'мнились,2730,,63751,,
5896,perfective,сжиматься,сожми'сь,сожми'тесь,сжа'лся,сжа'лась,сжа'лось,сжа'лись,2731,,63752,,
5902,perfective,сравнивать,сравни',сравни'те,сравни'л,сравни'ла,сравни'ло,сравни'ли,1917,,63753,,63754
5907,perfective,приговаривать,приговори',приговори'те,приговори'л,приговори'ла,приговори'ло,приговори'ли,1432,,63755,,55246
5914,perfective,загораться,загори'сь,загори'тесь,загоре'лся,загоре'лась,загоре'лось,загоре'лись,2732,,63756,,
5916,perfective,затевать,зате'й,зате'йте,зате'ял,зате'яла,зате'яло,зате'яли,2733,,63757,,63758
5918,imperfective,догнать,догоня'й,догоня'йте,догоня'л,догоня'ла,догоня'ло,догоня'ли,359,63759,63760,63761,
5919,perfective,обусловливать,обусло'вь,обусло'вьте,обусло'вил,обусло'вила,обусло'вило,обусло'вили,2734,,63762,,57484
5920,perfective,изготавливать,изгото'вь,изгото'вьте,изгото'вил,изгото'вила,изгото'вило,изгото'вили,2735,,63763,,63764
5923,perfective,сверкать,сверкни',сверкни'те,сверкну'л,сверкну'ла,сверкну'ло,сверкну'ли,1736,,63765,,
5925,perfective,исполняться,испо'лнись,испо'лнитесь,испо'лнился,испо'лнилась,испо'лнилось,испо'лнились,2736,,63766,,
5927,perfective,жаловаться,пожа'луйся,пожа'луйтесь,пожа'ловался,пожа'ловалась,пожа'ловалось,пожа'ловались,1217,,63767,,
5929,perfective,,заблуди'сь,заблуди'тесь,заблуди'лся,заблуди'лась,заблуди'лось,заблуди'лись,421,,63768,,
5930,imperfective,поклониться,кла'няйся,кла'няйтесь,кла'нялся,кла'нялась,кла'нялось,кла'нялись,2737,63769,63770,,
5933,imperfective,погибнуть,ги'бни,ги'бните,"ги'б,ги'бнул","ги'бла,ги'бнула","ги'бло,ги'бнуло","ги'бли,ги'бнули",294,63771,63772,,
5937,imperfective,солгать,лги',лги'те,лга'л,лгала',лга'ло,лга'ли,699,63773,63774,,
5938,imperfective,поправить,поправля'й,поправля'йте,поправля'л,поправля'ла,поправля'ло,поправля'ли,2738,63775,63776,63777,
5940,imperfective,"стереть;выстирать;постирать",стира'й,стира'йте,стира'л,стира'ла,стира'ло,стира'ли,1933,63778,63779,63780,63781
5945,perfective,награждать,награди',награди'те,награди'л,награди'ла,награди'ло,награди'ли,2739,,63782,,41661
5947,imperfective,утешить,утеша'й,утеша'йте,утеша'л,утеша'ла,утеша'ло,утеша'ли,2138,63783,63784,63785,
5949,imperfective,"политься,вылиться",ле'йся,ле'йтесь,ли'лся,лила'сь,ли'лось,ли'лись,709,63786,63787,,
5953,imperfective,-,предполага'йся,предполага'йтесь,предполага'лся,предполага'лась,предполага'лось,предполага'лись,2740,63788,63789,,
5957,perfective,забивать,забе'й,забе'йте,заби'л,заби'ла,заби'ло,заби'ли,2741,,63790,,6023
5958,perfective,регистрировать,зарегистри'руй,зарегистри'руйте,зарегистри'ровал,зарегистри'ровала,зарегистри'ровало,зарегистри'ровали,2742,,63791,,59788
5959,imperfective,надвинуться,надвига'йся,надвига'йтесь,надвига'лся,надвига'лась,надвига'лось,надвига'лись,2743,63792,63793,,
5962,imperfective,погаснуть,га'сни,га'сните,"га'с,га'снул","га'сла,га'снула","га'сло,га'снуло","га'сли,га'снули",293,63794,63795,,
5964,perfective,выдыхать,вы'дохни,вы'дохните,вы'дохнул,вы'дохнула,вы'дохнуло,вы'дохнули,2744,,63796,,63797
5973,perfective,тереть,потри',потри'те,поте'р,поте'рла,поте'рло,поте'рли,2745,,63798,,6665
5974,imperfective,,охо'ться,охо'тьтесь,охо'тился,охо'тилась,охо'тилось,охо'тились,1064,63799,63800,,
5987,imperfective,сунуть,су'й,су'йте,сова'л,сова'ла,сова'ло,сова'ли,1836,63801,63802,,63803
6002,perfective,интересоваться,заинтересу'йся,заинтересу'йтесь,заинтересова'лся,заинтересова'лась,заинтересова'лось,заинтересова'лись,461,,63804,,
6007,perfective,расширять,расши'рь,расши'рьте,расши'рил,расши'рила,расши'рило,расши'рили,1697,,63805,,32864
6014,perfective,одобрять,одо'бри,одо'брите,одо'брил,одо'брила,одо'брило,одо'брили,916,,63806,,63807
6016,perfective,подбрасывать,подбро'сь,подбро'сьте,подбро'сил,подбро'сила,подбро'сило,подбро'сили,2746,,63808,,63809
6026,imperfective,поместиться,помеща'йся,помеща'йтесь,помеща'лся,помеща'лась,помеща'лось,помеща'лись,2747,63810,63811,,
6029,perfective,разбиваться,разбе'йся,разбе'йтесь,разби'лся,разби'лась,разби'лось,разби'лись,2748,,63812,,
6032,imperfective,пожать,пожима'й,пожима'йте,пожима'л,пожима'ла,пожима'ло,пожима'ли,2749,63813,63814,63815,
6033,perfective,извиняться,извини'сь,извини'тесь,извини'лся,извини'лась,извини'лось,извини'лись,565,,63816,,
6036,perfective,разваливаться,развали'сь,развали'тесь,развали'лся,развали'лась,развали'лось,развали'лись,2750,,63817,,
6039,imperfective,"пронестись;пронашиваться",проноси'сь,проноси'тесь,проноси'лся,проноси'лась,проноси'лось,проноси'лись,2751,63818,63819,,
6041,imperfective,"-;отвести",отводи',отводи'те,отводи'л,отводи'ла,отводи'ло,отводи'ли,996,63820,63821,63822,63823
6045,perfective,творить,сотвори',сотвори'те,сотвори'л,сотвори'ла,сотвори'ло,сотвори'ли,2752,,63824,,63825
6046,perfective,засылать,зашли',зашли'те,засла'л,засла'ла,засла'ло,засла'ли,2753,,63826,,63827
6048,imperfective,погибнуть,погиба'й,погиба'йте,погиба'л,погиба'ла,погиба'ло,погиба'ли,1149,63828,63829,,
6052,perfective,подскакивать,подскочи',подскочи'те,подскочи'л,подскочи'ла,подскочи'ло,подскочи'ли,2754,,63830,,
6054,imperfective,-,вопи',вопи'те,вопи'л,вопи'ла,вопи'ло,вопи'ли,2755,63831,63832,,
6055,imperfective,нажать,нажима'й,нажима'йте,нажима'л,нажима'ла,нажима'ло,нажима'ли,766,63833,63834,63835,
6063,perfective,"варить,сваривать",свари',свари'те,свари'л,свари'ла,свари'ло,свари'ли,1733,,63836,,59870
6064,imperfective,притвориться,притворя'йся,притворя'йтесь,притворя'лся,притворя'лась,притворя'лось,притворя'лись,1502,63837,63838,,
6072,perfective,"вылезать,вылазить",вы'лези,вы'лезьте,вы'лез,вы'лезла,вы'лезло,вы'лезли,2756,,62101,,
6075,imperfective,захватить,захва'тывай,захва'тывайте,захва'тывал,захва'тывала,захва'тывало,захва'тывали,533,32985,63839,63840,
6076,perfective,врать,соври',соври'те,совра'л,соврала',совра'ло,совра'ли,1844,,63841,,63842
6081,imperfective,"потонуть,затонуть,утонуть",тони',тони'те,тону'л,тону'ла,тону'ло,тону'ли,1981,63843,63844,,
6084,perfective,обрываться,оборви'сь,оборви'тесь,оборва'лся,оборвала'сь,оборва'лось//оборвало'сь,оборва'лись//оборвали'сь,2757,,63845,,
6086,imperfective,забежать,забега'й,забега'йте,забега'л,забега'ла,забега'ло,забега'ли,2758,,,,
6088,perfective,демонстрировать,продемонстри'руй,продемонстри'руйте,продемонстри'ровал,продемонстри'ровала,продемонстри'ровало,продемонстри'ровали,2760,,63846,,63847
6094,imperfective,разыскать,разы'скивай,разы'скивайте,разы'скивал,разы'скивала,разы'скивало,разы'скивали,2761,63848,63849,63850,
6095,imperfective,залить,залива'й,залива'йте,залива'л,залива'ла,залива'ло,залива'ли,2762,63851,63852,63853,
6096,imperfective,"насыпаться,посыпаться",сы'пься,сы'пьтесь,сы'пался,сы'палась,сы'палось,сы'пались,2763,63854,63855,,
6104,perfective,отрабатывать,отрабо'тай,отрабо'тайте,отрабо'тал,отрабо'тала,отрабо'тало,отрабо'тали,2764,,63856,,33294
6105,imperfective,угостить,угоща'й,угоща'йте,угоща'л,угоща'ла,угоща'ло,угоща'ли,2029,63857,63858,63859,
6112,perfective,"вывёртывать,выворачивать",вы'верни,вы'верните,вы'вернул,вы'вернула,вы'вернуло,вы'вернули,2765,,63860,,63861
6115,imperfective,смутить,смуща'й,смуща'йте,смуща'л,смуща'ла,смуща'ло,смуща'ли,1816,63862,63863,63864,
6116,perfective,забываться,забу'дься,забу'дьтесь,забы'лся,забы'лась,забы'лось,забы'лись,427,,63865,,
6127,perfective,"гнуться,сгибаться",согни'сь,согни'тесь,согну'лся,согну'лась,согну'лось,согну'лись,1849,,63866,,
6130,perfective,наводить,наведи',наведи'те,навёл,навела',навело',навели',758,,63015,,63016
6134,perfective,поведывать,пове'дай,пове'дайте,пове'дал,пове'дала,пове'дало,пове'дали,2766,,63867,,63868
6135,perfective,применять,примени',примени'те,примени'л,примени'ла,примени'ло,примени'ли,1469,,63869,,63870
6140,imperfective,устроиться,устра'ивайся,устра'ивайтесь,устра'ивался,устра'ивалась,устра'ивалось,устра'ивались,2767,63871,63872,,
6144,imperfective,щёлкнуть,щёлкай,щёлкайте,щёлкал,щёлкала,щёлкало,щёлкали,2768,63873,63874,63875,63876
6145,perfective,взрывать,взорви',взорви'те,взорва'л,взорвала',взорва'ло,взорва'ли,2769,,63877,,63878
6153,perfective,гулять,погуля'й,погуля'йте,погуля'л,погуля'ла,погуля'ло,погуля'ли,2770,,63879,,
6157,imperfective,придумать,приду'мывай,приду'мывайте,приду'мывал,приду'мывала,приду'мывало,приду'мывали,1439,63880,63881,63882,
6163,imperfective,"обрадовать,порадовать",ра'дуй,ра'дуйте,ра'довал,ра'довала,ра'довало,ра'довали,1608,63883,63884,63885,63886
6164,imperfective,слиться,слива'йся,слива'йтесь,слива'лся,слива'лась,слива'лось,слива'лись,2771,63887,63888,,
6167,imperfective,перелиста'ть,листа'й,листа'йте,листа'л,листа'ла,листа'ло,листа'ли,2772,63889,63890,63891,63892
6172,perfective,трепать,потрепли',потрепли'те,потрепа'л,потрепа'ла,потрепа'ло,потрепа'ли,2773,,63893,,63894
6177,imperfective,визгнуть,визжи',визжи'те,визжа'л,визжа'ла,визжа'ло,визжа'ли,94,63895,63896,,
6186,imperfective,всмотреться,всма'тривайся,всма'тривайтесь,всма'тривался,всма'тривалась,всма'тривалось,всма'тривались,2774,63897,63898,,
6189,imperfective,сорваться,срыва'йся,срыва'йтесь,срыва'лся,срыва'лась,срыва'лось,срыва'лись,2775,63899,63900,,
6192,imperfective,запретить,запреща'й,запреща'йте,запреща'л,запреща'ла,запреща'ло,запреща'ли,509,63901,63902,63903,
6197,imperfective,-,обожа'й,обожа'йте,обожа'л,обожа'ла,обожа'ло,обожа'ли,868,63904,63905,63906,
6200,perfective,влетать,влети',влети'те,влете'л,влете'ла,влете'ло,влете'ли,2776,,63907,,
6217,imperfective,сложить,скла'дывай,скла'дывайте,скла'дывал,скла'дывала,скла'дывало,скла'дывали,1778,63908,63909,63910,
6222,perfective,прикидывать,прики'нь,прики'ньте,прики'нул,прики'нула,прики'нуло,прики'нули,2777,,63911,,63912
6224,imperfective,"свернуть;своротить",свора'чивай,свора'чивайте,свора'чивал,свора'чивала,свора'чивало,свора'чивали,2778,63913,63914,63915,
