word_id,aspect,partner,imperative_sg,imperative_pl,past_m,past_f,past_n,past_pl,presfut_conj_id,participle_active_present_id,participle_active_past_id,participle_passive_present_id,participle_passive_past_id
9,imperfective,,бу'дь,бу'дьте,бы'л,была',бы'ло,бы'ли,53,,545,,
28,perfective,говорить,скажи',скажи'те,сказа'л,сказа'ла,сказа'ло,сказа'ли,1773,,60677,,60218
32,imperfective,смочь,моги',моги'те,мо'г,могла',могло',могли',2211,56628,60678,,
50,imperfective,узнать,зна'й,зна'йте,зна'л,зна'ла,зна'ло,зна'ли,550,4331,60679,60680,60681
53,imperfective,"сказать;поговорить",говори',говори'те,говори'л,говори'ла,говори'ло,говори'ли,307,7940,60682,60683,60684
73,imperfective,"съесть;поесть",е'шь,е'шьте,е'л,е'ла,е'ло,е'ли,399,60685,60686,,60687
90,imperfective,захотеть,хоти',хоти'те,хоте'л,хоте'ла,хоте'ло,хоте'ли,2167,60688,60689,,
94,imperfective,увидеть,ви'дь,ви'дьте,ви'дел,ви'дела,ви'дело,ви'дели,92,60690,60691,1278,60692
96,imperfective,пойти',иди',иди'те,шёл,шла',шло',шли',555,60693,60694,,
99,imperfective,постоять,сто'й,сто'йте,стоя'л,стоя'ла,стоя'ло,стоя'ли,1936,2323,60695,,
107,imperfective,подумать,ду'май,ду'майте,ду'мал,ду'мала,ду'мало,ду'мали,2212,60696,60697,,
109,perfective,спрашивать,спроси',спроси'те,спроси'л,спроси'ла,спроси'ло,спроси'ли,1911,,60698,,60699
117,imperfective,прожить,живи',живи'те,жи'л,жила',"жи'ло,жило'",жи'ли,414,52168,60700,,
121,imperfective,посмотреть,смотри',смотри'те,смотре'л,смотре'ла,смотре'ло,смотре'ли,1812,60701,60702,,60703
122,imperfective,,име'й,име'йте,име'л,име'ла,име'ло,име'ли,598,59843,60704,60705,
124,perfective,понимать,пойми',пойми'те,по'нял,поняла',по'няло,по'няли,1286,,60706,,60707
125,imperfective,"посидеть;сесть",сиди',сиди'те,сиде'л,сиде'ла,сиде'ло,сиде'ли,1771,60708,60709,,
128,imperfective,"сделать;поделать",де'лай,де'лайте,де'лал,де'лала,де'лало,де'лали,336,60710,60711,60712,19676
129,perfective,делать,сде'лай,сде'лайте,сде'лал,сде'лала,сде'лало,сде'лали,1757,,60713,,60714
137,perfective,"брать;взимать;взымать",возьми',возьми'те,взя'л,взяла',"взя'ло,взяло'",взя'ли,89,,60715,,60716
139,imperfective,понять,понима'й,понима'йте,понима'л,понима'ла,понима'ло,понима'ли,1284,45857,60717,60718,
141,imperfective,показаться,кажи'сь,кажи'тесь,каза'лся,каза'лась,каза'лось,каза'лись,626,13219,60719,,
146,perfective,начинать,начни',начни'те,на'чал,начала',начало',на'чали,828,,60720,,60721
159,perfective,видеть,уви'дь,уви'дьте,уви'дел,уви'дела,уви'дело,уви'дели,2020,,60722,,60723
161,imperfective,дать,дава'й,дава'йте,дава'л,дава'ла,дава'ло,дава'ли,327,60724,60725,60726,
164,perfective,Идти',пойди',пойди'те,пошёл,пошла',пошло',пошли',1235,,60727,,
170,perfective,оставаться,оста'нься,оста'ньтесь,оста'лся,оста'лась,оста'лось,оста'лись,984,,60728,,
174,perfective,выходить,вы'йди,вы'йдите,вы'шел,вы'шла,вы'шло,вы'шли,224,,60729,,
178,perfective,давать,да'й,да'йте,да'л,дала',"да'ло,дало'",да'ли,329,,60730,,504
179,imperfective,"поработать;сработать",рабо'тай,рабо'тайте,рабо'тал,рабо'тала,рабо'тало,рабо'тали,1606,60731,60732,,
180,perfective,оказываться,окажи'сь,окажи'тесь,оказа'лся,оказа'лась,оказа'лось,оказа'лись,926,,60733,,
188,perfective,отвечать,отве'ть,отве'тьте,отве'тил,отве'тила,отве'тило,отве'тили,992,,60734,,
191,perfective,думать,поду'май,поду'майте,поду'мал,поду'мала,поду'мало,поду'мали,1206,,60735,,
193,imperfective,полюбить,люби',люби'те,люби'л,люби'ла,люби'ло,люби'ли,717,7771,60736,878,60739
194,imperfective,,зна'чь,зна'чьте,зна'чил,зна'чила,зна'чило,зна'чили,551,20857,60740,12048,60741
201,imperfective,подождать,жди',жди'те,жда'л,ждала',жда'ло,жда'ли,408,60742,60743,,
204,perfective,смотреть,посмотри',посмотри'те,посмотре'л,посмотре'ла,посмотре'ло,посмотре'ли,1316,,60744,,60745
210,perfective,находить,найди',найди'те,нашёл,нашла',нашло',нашли',772,,60746,,60747
215,imperfective,"лечь;полежать",лежи',лежи'те,лежа'л,лежа'ла,лежа'ло,лежа'ли,700,60748,60749,,
219,perfective,решать,реши',реши'те,реши'л,реши'ла,реши'ло,реши'ли,1708,,60750,,60751
220,perfective,получать,получи',получи'те,получи'л,получи'ла,получи'ло,получи'ли,1263,,60752,,60753
222,imperfective,написать,пиши',пиши'те,писа'л,писа'ла,писа'ло,писа'ли,1114,,,,
224,perfective,возвращаться,верни'сь,верни'тесь,верну'лся,верну'лась,верну'лось,верну'лись,67,,60754,,
229,imperfective,"честь;счесть;посчитать",счита'й,счита'йте,счита'л,счита'ла,счита'ло,счита'ли,1958,60755,60756,60757,32607
242,imperfective,запомнить,по'мни,по'мните,по'мнил,по'мнила,по'мнило,по'мнили,1274,60758,60759,60760,60761
251,perfective,"знать;узнавать",узна'й,узна'йте,узна'л,узна'ла,узна'ло,узна'ли,2051,,60762,,60763
254,perfective,приходи'ть,приди',приди'те,пришёл,пришла',пришло',пришли',1450,,60764,,
255,imperfective,сходить,ходи',ходи'те,ходи'л,ходи'ла,ходи'ло,ходи'ли,2165,60765,60766,,
256,perfective,замечать,заме'ть,заме'тьте,заме'тил,заме'тила,заме'тило,заме'тили,488,,60767,,60768
264,imperfective,побывать,быва'й,быва'йте,быва'л,быва'ла,быва'ло,быва'ли,52,60769,60770,,
266,imperfective,услышать,слы'шь,слы'шьте,слы'шал,слы'шала,слы'шало,слы'шали,1805,60771,60772,,60773
267,perfective,уходить,уйди',уйди'те,ушёл,ушла',ушло',ушли',2052,,60774,,
269,imperfective,"побояться;забояться",бо'йся,бо'йтесь,боя'лся,боя'лась,боя'лось,боя'лись,31,60775,60776,,
272,imperfective,послушать,слу'шай,слу'шайте,слу'шал,слу'шала,слу'шало,слу'шали,1801,60777,60778,60779,60780
281,imperfective,"глянуть;поглядеть;погляде'ть",гляди',гляди'те,гляде'л,гляде'ла,гляде'ло,гляде'ли,300,60781,60782,,
287,perfective,садиться,сядь,ся'дьте,се'л,се'ла,се'ло,се'ли,1763,,60783,,
291,imperfective,остаться,остава'йся,остава'йтесь,остава'лся,остава'лась,остава'лось,остава'лись,977,60784,60785,,
294,imperfective,захотеться,,,,,хоте'лось,,14068,,,,
297,perfective,писать,напиши',напиши'те,написа'л,написа'ла,написа'ло,написа'ли,791,,60786,,60787
298,perfective,,,,,,,,14058,,,,
300,imperfective,"прочитать;почитать;прочесть",чита'й,чита'йте,чита'л,чита'ла,чита'ло,чита'ли,2185,60674,60675,12349,60676
301,imperfective,почувствовать,чу'вствуй,чу'вствуйте,чу'вствовал,чу'вствовала,чу'вствовало,чу'вствовали,2189,60788,60789,60790,60791
305,imperfective,повести,веди',веди'те,вёл,вела',вело',вели',2213,32386,60792,,60793
310,imperfective,продолжить,продолжа'й,продолжа'йте,продолжа'л,продолжа'ла,продолжа'ло,продолжа'ли,1531,60794,60795,60796,
316,perfective,успевать,успе'й,успе'йте,успе'л,успе'ла,успе'ло,успе'ли,2122,,60797,,
321,imperfective,"взять;побрать",бери',бери'те,бра'л,брала',бра'ло,бра'ли,33,60798,60799,,
329,perfective,проходить,пройди',пройди'те,прошёл,прошла',прошло',прошли',2214,,4179,,60800
330,imperfective,начать,начина'й,начина'йте,начина'л,начина'ла,начина'ло,начина'ли,830,9686,60801,60802,
332,perfective,появляться,появи'сь,появи'тесь,появи'лся,появи'лась,появи'лось,появи'лись,1354,,60803,,
337,perfective,забывать,забу'дь,забу'дьте,забы'л,забы'ла,забы'ло,забы'ли,426,,60804,,3280
338,perfective,вспоминать,вспо'мни,вспо'мните,вспо'мнил,вспо'мнила,вспо'мнило,вспо'мнили,178,,60805,,60806
345,imperfective,попытаться,пыта'йся,пыта'йтесь,пыта'лся,пыта'лась,пыта'лось,пыта'лись,1604,60807,60808,,
346,imperfective,найтись,находи'сь,находи'тесь,находи'лся,находи'лась,находи'лось,находи'лись,827,60192,60809,,
347,imperfective,"подержать;сдержать",держи',держи'те,держа'л,держа'ла,держа'ло,держа'ли,338,60810,60811,,60812
348,imperfective,попросить,проси',проси'те,проси'л,проси'ла,проси'ло,проси'ли,1566,60813,60814,60815,60816
349,perfective,показывать,покажи',покажи'те,показа'л,показа'ла,показа'ло,показа'ли,1236,,60817,,60818
355,imperfective,вы'йти,выходи',выходи'те,выходи'л,выходи'ла,выходи'ло,выходи'ли,2215,,,,
357,perfective,поднимать,подними',подними'те,"по'днял,подня'л",подняла',"по'дняло,подня'ло","по'дняли,подня'ли",1183,,60737,,60738
359,imperfective,назвать,называ'й,называ'йте,называ'л,называ'ла,называ'ло,называ'ли,770,60819,60820,60821,
361,perfective,"посылать;слать",пошли',пошли'те,посла'л,посла'ла,посла'ло,посла'ли,1311,,60822,,45975
362,perfective,подходить,подойди',подойди'те,подошёл,подошла',подошло',подошли',1188,,60823,,
363,perfective,рассказывать,расскажи',расскажи'те,рассказа'л,рассказа'ла,рассказа'ло,рассказа'ли,1682,,60824,,60825
366,perfective,вставать,вста'нь,вста'ньте,вста'л,вста'ла,вста'ло,вста'ли,182,,60826,,
368,imperfective,спросить,спра'шивай,спра'шивайте,спра'шивал,спра'шивала,спра'шивало,спра'шивали,1909,60827,60828,60829,
371,imperfective,последовать,сле'дуй,сле'дуйте,сле'довал,сле'довала,сле'довало,сле'довали,1795,387,60830,,
372,perfective,"поставлять;ставить;проставляться",поста'вь,поста'вьте,поста'вил,поста'вила,поста'вило,поста'вили,1319,,60831,,51338
373,perfective,бросать,бро'сь,бро'сьте,бро'сил,бро'сила,бро'сило,бро'сили,44,,60832,,35057
377,perfective,оставлять,оста'вь,оста'вьте,оста'вил,оста'вила,оста'вило,оста'вили,978,,60833,,54358
393,imperfective,ответить,отвеча'й,отвеча'йте,отвеча'л,отвеча'ла,отвеча'ло,отвеча'ли,993,54367,60834,,
395,imperfective,уйти,уходи',уходи'те,уходи'л,уходи'ла,уходи'ло,уходи'ли,2147,32801,60835,,10425
397,perfective,входить,войди',войди'те,вошёл,вошла',вошло',вошли',139,,60836,,
399,imperfective,рассказать,расска'зывай,расска'зывайте,расска'зывал,расска'зывала,расска'зывало,расска'зывали,1683,60837,60838,60839,
400,imperfective,"замолчать;помолчать;промолчать",молчи',молчи'те,молча'л,молча'ла,молча'ло,молча'ли,741,53897,60840,,
403,imperfective,поспать,спи',спи'те,спа'л,спала',спа'ло,спа'ли,1898,32996,60841,,
405,imperfective,явиться,явля'йся,явля'йтесь,явля'лся,явля'лась,явля'лось,явля'лись,2206,60842,60843,,
411,imperfective,поискать,ищи',ищи'те,иска'л,иска'ла,иска'ло,иска'ли,605,15122,60844,,60845
412,perfective,останавливаться,останови'сь,останови'тесь,останови'лся,останови'лась,останови'лось,останови'лись,983,,60846,,
418,imperfective,поверить,ве'рь,ве'рьте,ве'рил,ве'рила,ве'рило,ве'рили,65,60847,60848,,
424,imperfective,сыграть,игра'й,игра'йте,игра'л,игра'ла,игра'ло,игра'ли,554,13004,60849,60850,60851
429,imperfective,стать,станови'сь,станови'тесь,станови'лся,станови'лась,станови'лось,станови'лись,1923,60852,60853,,
437,perfective,мочь,смоги',смоги'те,смо'г,смогла',смогло',смогли',1813,,60854,,
439,imperfective,побежать,беги',беги'те,бежа'л,бежа'ла,бежа'ло,бежа'ли,12,60855,60856,,
442,perfective,приезжать,приезжа'й,приезжа'йте,прие'хал,прие'хала,прие'хало,прие'хали,1441,,60857,,
444,perfective,принимать,прими',прими'те,при'нял,приняла',при'няло,при'няли,1481,,60858,,1392
447,perfective,открывать,откро'й,откро'йте,откры'л,откры'ла,откры'ло,откры'ли,1012,,60859,,646
451,imperfective,произойти,происходи',происходи'те,происходи'л,происходи'ла,происходи'ло,происходи'ли,1547,60860,60861,,
458,imperfective,поехать,езжа'й,езжа'йте,е'хал,е'хала,е'хало,е'хали,400,60862,60863,,
463,imperfective,собраться,собира'йся,собира'йтесь,собира'лся,собира'лась,собира'лось,собира'лись,1829,60864,60865,,
464,perfective,"казаться;показываться",покажи'сь,покажи'тесь,показа'лся,показа'лась,показа'лось,показа'лись,1237,,60866,,
467,perfective,попадать,попади',попади'те,попа'л,попа'ла,попа'ло,попа'ли,1292,,60867,,
468,perfective,слышать,услы'шь,услы'шьте,услы'шал,услы'шала,услы'шало,услы'шали,2116,,60868,,60869
469,imperfective,прийти',приходи',приходи'те,приходи'л,приходи'ла,приходи'ло,приходи'ли,1505,18740,60870,,
470,imperfective,крикнуть,кричи',кричи'те,крича'л,крича'ла,крича'ло,крича'ли,684,19359,60871,,
472,perfective,происходить,произойди',произойди'те,произошёл,произошла',произошло',произошли',1545,,60872,,
474,perfective,подниматься,подними'сь,подними'тесь,"подня'лся,поднялся'",подняла'сь,"подня'лось,подняло'сь","подня'лись,подняли'сь",1184,,60873,,
478,perfective,случаться,случи'сь,случи'тесь,случи'лся,случи'лась,случи'лось,случи'лись,2217,,60874,,
486,imperfective,постараться,стара'йся,стара'йтесь,стара'лся,стара'лась,стара'лось,стара'лись,1924,60875,60876,,
492,perfective,ехать,поезжа'й,поезжа'йте,пое'хал,пое'хала,пое'хало,пое'хали,1214,,60877,,
503,imperfective,суметь,уме'й,уме'йте,уме'л,уме'ла,уме'ло,уме'ли,2078,60878,60879,,
515,imperfective,заняться,занима'йся,занима'йтесь,занима'лся,занима'лась,занима'лось,занима'лись,495,60880,60881,,
517,perfective,"класть;полагать",положи',положи'те,положи'л,положи'ла,положи'ло,положи'ли,1258,,60882,,1458
541,perfective,начинаться,начни'сь,начни'тесь,"на'чался,начался',нача'лся",начала'сь,"начало'сь,на'чалось","начали'сь,на'чались",829,,60883,,
543,imperfective,позвать,зови',зови'те,зва'л,звала',зва'ло,зва'ли,542,60884,60885,,60886
549,imperfective,пройти,проходи',проходи'те,проходи'л,проходи'ла,проходи'ло,проходи'ли,2218,60887,60888,19039,
550,perfective,удаваться,уда'йся,уда'йтесь,уда'лся,удала'сь,удало'сь,удали'сь,2219,,60889,,
557,perfective,приходиться,приди'сь,приди'тесь,пришёлся,пришла'сь,пришло'сь,пришли'сь,2220,,60890,,
559,perfective,снимать,сними',сними'те,сня'л,сняла',"сня'ло,сняло'",сня'ли,1827,,60891,,56447
561,perfective,представлять,предста'вь,предста'вьте,предста'вил,предста'вила,предста'вило,предста'вили,1384,,60892,,55145
563,perfective,произносить,произнеси',произнеси'те,произнёс,произнесла',произнесло',произнесли',1542,,60893,,60894
568,perfective,объяснять,объясни',объясни'те,объясни'л,объясни'ла,объясни'ло,объясни'ли,896,,60895,,60896
571,imperfective,представить,представля'й,представля'йте,представля'л,представля'ла,представля'ло,представля'ли,1386,60897,60898,60899,
573,perfective,покупать,купи',купи'те,купи'л,купи'ла,купи'ло,купи'ли,690,,60900,,60901
574,imperfective,просуществовать,существу'й,существу'йте,существова'л,существова'ла,существова'ло,существова'ли,1955,3891,60902,,
577,perfective,умирать,умри',умри'те,у'мер,умерла',у'мерло,у'мерли,2077,,9364,,
584,imperfective,"выпить;попить",пе'й,пе'йте,пи'л,пила',пи'ло,пи'ли,1116,11720,60903,,60904
596,perfective,сообщать,сообщи',сообщи'те,сообщи'л,сообщи'ла,сообщи'ло,сообщи'ли,1872,,60905,,60906
598,perfective,называть,назови',назови'те,назва'л,назвала',назва'ло,назва'ли,767,,60907,,54020
606,perfective,убивать,убе'й,убе'йте,уби'л,уби'ла,уби'ло,уби'ли,2010,,60908,,1760
609,perfective,соглашаться,согласи'сь,согласи'тесь,согласи'лся,согласи'лась,согласи'лось,согласи'лись,1845,,60909,,
616,perfective,улыбаться,улыбни'сь,улыбни'тесь,улыбну'лся,улыбну'лась,улыбну'лось,улыбну'лись,2072,,60910,,
619,imperfective,улыбнуться,улыба'йся,улыба'йтесь,улыба'лся,улыба'лась,улыба'лось,улыба'лись,2071,60911,60912,,
620,perfective,чувствовать,почу'вствуй,почу'вствуйте,почу'вствовал,почу'вствовала,почу'вствовало,почу'вствовали,1351,,60913,,60914
624,imperfective,понравиться,нра'вься,нра'вьтесь,нра'вился,нра'вилась,нра'вилось,нра'вились,836,60915,60916,,
629,perfective,приводить,приведи',приведи'те,привёл,привела',привело',привели',1420,,60917,,60918
630,perfective,предлагать,предложи',предложи'те,предложи'л,предложи'ла,предложи'ло,предложи'ли,1370,,60919,,60920
631,perfective,вызывать,вы'зови,вы'зовите,вы'звал,вы'звала,вы'звало,вы'звали,220,,60921,,59447
636,imperfective,"хватить;схватить",хвата'й,хвата'йте,хвата'л,хвата'ла,хвата'ло,хвата'ли,2221,60922,60923,60924,60925
637,perfective,приносить,принеси',принеси'те,принёс,принесла',принесло',принесли',1477,,60926,,60927
648,imperfective,принять,принима'й,принима'йте,принима'л,принима'ла,принима'ло,принима'ли,1478,60928,60929,60930,
654,perfective,проводить,проведи',проведи'те,провёл,провела',провело',провели',1517,,60931,,59991
655,perfective,хватать,хвати',хвати'те,хвати'л,хвати'ла,хвати'ло,хвати'ли,2222,,60932,,
664,imperfective,"прийтись;придтись",приходи'сь,приходи'тесь,приходи'лся,приходи'лась,приходи'лось,приходи'лись,2223,60933,60934,,
665,perfective,кричать,кри'кни,кри'кните,кри'кнул,кри'кнула,кри'кнуло,кри'кнули,682,,60935,,
666,perfective,просить,попроси',попроси'те,попроси'л,попроси'ла,попроси'ло,попроси'ли,1295,,60936,,60937
667,imperfective,потребовать,тре'буй,тре'буйте,тре'бовал,тре'бовала,тре'бовало,тре'бовали,1989,60938,60939,32929,60940
670,imperfective,"засмеяться;посмеяться",сме'йся,сме'йтесь,смея'лся,смея'лась,смея'лось,смея'лись,1810,60941,60942,,
676,perfective,"присылать;слать",пришли',пришли'те,присла'л,присла'ла,присла'ло,присла'ли,1487,,60943,,60944
685,imperfective,"возвратиться;вернуться",возвраща'йся,возвраща'йтесь,возвраща'лся,возвраща'лась,возвраща'лось,возвраща'лись,120,60945,60946,,
689,imperfective,оказаться,ока'зывайся,ока'зывайтесь,ока'зывался,ока'зывалась,ока'зывалось,ока'зывались,928,60947,60948,,
691,perfective,терять,потеря'й,потеря'йте,потеря'л,потеря'ла,потеря'ло,потеря'ли,1333,,60949,,7639
695,perfective,"пить;выпивать",вы'пей,вы'пейте,вы'пил,вы'пила,вы'пило,вы'пили,241,,60950,,60951
696,imperfective,показать,пока'зывай,пока'зывайте,пока'зывал,пока'зывала,пока'зывало,пока'зывали,1238,60952,60953,60954,
707,perfective,отдавать,отда'й,отда'йте,о'тдал,отдала',о'тдало,о'тдали,1001,,60955,,60956
709,perfective,кивать,кивни',кивни'те,кивну'л,кивну'ла,кивну'ло,кивну'ли,642,,60957,,
711,perfective,исчезать,исче'зни,исче'зните,исче'з,"исче'зла,исче'знула","исче'зло,исче'знуло","исче'зли,исче'знули",625,,39074,,
720,perfective,получаться,получи'сь,получи'тесь,получи'лся,получи'лась,получи'лось,получи'лись,2224,,60958,,
721,perfective,помогать,помоги',помоги'те,помо'г,помогла',помогло',помогли',1279,,60959,,
726,imperfective,"побить;разбить",бе'й,бе'йте,би'л,би'ла,би'ло,би'ли,18,60960,60961,,5689
729,perfective,"создавать;созидать",созда'й,созда'йте,со'здал,создала',со'здало,со'здали,1861,,60962,,60963
735,imperfective,вспомнить,вспомина'й,вспомина'йте,вспомина'л,вспомина'ла,вспомина'ло,вспомина'ли,177,60964,60965,60966,
736,imperfective,получить,получа'й,получа'йте,получа'л,получа'ла,получа'ло,получа'ли,1262,60967,60968,60969,
739,perfective,падать,упади',упади'те,упа'л,упа'ла,упа'ло,упа'ли,2090,,6934,,
742,perfective,доставать,доста'нь,доста'ньте,доста'л,доста'ла,доста'ло,доста'ли,379,,60970,,
745,imperfective,понадеяться,наде'йся,наде'йтесь,наде'ялся,наде'ялась,наде'ялось,наде'ялись,762,60971,60972,,
750,imperfective,послать,шли',шли'те,сла'л,сла'ла,сла'ло,сла'ли,1793,60973,60974,,60975
752,perfective,приходиться,приди'сь,приди'тесь,пришёлся,пришла'сь,пришло'сь,пришли'сь,14759,,60890,,
753,perfective,вздыхать,вздохни',вздохни'те,вздохну'л,вздохну'ла,вздохну'ло,вздохну'ли,80,,60976,,
771,imperfective,"спеть;пропеть",по'й,по'йте,пе'л,пе'ла,пе'ло,пе'ли,1110,60542,60977,,60978
776,perfective,прощать,прости',прости'те,прости'л,прости'ла,прости'ло,прости'ли,1571,,60979,,60980
784,perfective,переставать,переста'нь,переста'ньте,переста'л,переста'ла,переста'ло,переста'ли,1106,,60981,,
790,perfective,жаловать,пожа'луй,пожа'луйте,пожа'ловал,пожа'ловала,пожа'ловало,пожа'ловали,1216,,60982,,60983
801,imperfective,-,ожида'й,ожида'йте,ожида'л,ожида'ла,ожида'ло,ожида'ли,919,60984,60985,60986,
807,imperfective,появиться,появля'йся,появля'йтесь,появля'лся,появля'лась,появля'лось,появля'лись,1355,60987,60988,,
812,both,,испо'льзуй,испо'льзуйте,испо'льзовал,испо'льзовала,испо'льзовало,испо'льзовали,2225,60989,60990,54960,54959
813,perfective,взглядывать,взгляни',взгляни'те,взгляну'л,взгляну'ла,взгляну'ло,взгляну'ли,79,,60991,,
826,perfective,протягивать,протяни',протяни'те,протяну'л,протяну'ла,протяну'ло,протяну'ли,1580,,60992,,60993
827,imperfective,послужить,служи',служи'те,служи'л,служи'ла,служи'ло,служи'ли,1800,5390,60994,60995,60996
830,perfective,уезжать,уезжа'й,уезжа'йте,уе'хал,уе'хала,уе'хало,уе'хали,2046,,60997,,
831,perfective,"верить;поверять",пове'рь,пове'рьте,пове'рил,пове'рила,пове'рило,пове'рили,1140,,60998,,60999
838,imperfective,вызвать,вызыва'й,вызыва'йте,вызыва'л,вызыва'ла,вызыва'ло,вызыва'ли,221,7471,61000,61001,
839,imperfective,назваться,называ'йся,называ'йтесь,называ'лся,называ'лась,называ'лось,называ'лись,771,61002,61003,,
840,perfective,встречать,встре'ть,встре'тьте,встре'тил,встре'тила,встре'тило,встре'тили,183,,61004,,61005
843,imperfective,разговорить,разгова'ривай,разгова'ривайте,разгова'ривал,разгова'ривала,разгова'ривало,разгова'ривали,1633,61006,61007,,
844,perfective,позволять,позво'ль,позво'льте,позво'лил,позво'лила,позво'лило,позво'лили,1226,,61008,,61009
845,perfective,обнаруживать,обнару'жь,обнару'жьте,обнару'жил,обнару'жила,обнару'жило,обнару'жили,863,,61010,,61011
847,perfective,поворачиваться,поверни'сь,поверни'тесь,поверну'лся,поверну'лась,поверну'лось,поверну'лись,1142,,61012,,
852,imperfective,подойти,подходи',подходи'те,подходи'л,подходи'ла,подходи'ло,подходи'ли,1209,2989,61013,,
862,imperfective,повисеть,виси',виси'те,висе'л,висе'ла,висе'ло,висе'ли,96,61014,61015,,
864,imperfective,выглядывать,вы'гляди,вы'глядите,вы'глядел,вы'глядела,вы'глядело,вы'глядели,204,59897,61016,,
865,imperfective,подействовать,де'йствуй,де'йствуйте,де'йствовал,де'йствовала,де'йствовало,де'йствовали,334,3605,61017,,
866,imperfective,понести,неси',неси'те,нёс,несла',несло',несли',833,11693,61018,,61019
869,imperfective,сгореть,гори',гори'те,горе'л,горе'ла,горе'ло,горе'ли,310,32912,61020,,
871,perfective,добавлять,доба'вь,доба'вьте,доба'вил,доба'вила,доба'вило,доба'вили,343,,61021,,60194
874,imperfective,сесть,сади'сь,сади'тесь,сади'лся,сади'лась,сади'лось,сади'лись,1726,61022,61023,,
877,imperfective,помочь,помога'й,помога'йте,помога'л,помога'ла,помога'ло,помога'ли,1276,61024,61025,,
893,perfective,повторять,повтори',повтори'те,повтори'л,повтори'ла,повтори'ло,повтори'ли,1147,,61026,,61027
900,imperfective,отнестись,относи'сь,относи'тесь,относи'лся,относи'лась,относи'лось,относи'лись,1025,61028,61029,,
902,imperfective,"выучиться;научиться",учи'сь,учи'тесь,учи'лся,учи'лась,учи'лось,учи'лись,2153,13049,61030,,
904,perfective,удивляться,удиви'сь,удиви'тесь,удиви'лся,удиви'лась,удиви'лось,удиви'лись,2036,,61031,,
913,perfective,"погибать;гибнуть",поги'бни,поги'бните,"поги'б, поги'бнул","поги'бла, поги'бнула","поги'бло, поги'бнуло","поги'бли, поги'бнули",1150,,32510,,
916,imperfective,подержаться,держи'сь,держи'тесь,держа'лся,держа'лась,держа'лось,держа'лись,339,61032,61033,,
919,perfective,передавать,переда'й,переда'йте,переда'л,передала',"переда'ло,передало'",переда'ли,1084,,61034,,61035
921,imperfective,"выстрелить;стрельнуть",стреля'й,стреля'йте,стреля'л,стреля'ла,стреля'ло,стреля'ли,1941,61036,61037,61038,61039
925,imperfective,провести,проводи',проводи'те,проводи'л,проводи'ла,проводи'ло,проводи'ли,1520,61040,61041,61042,61043
931,imperfective,войти,входи',входи'те,входи'л,входи'ла,входи'ло,входи'ли,193,7826,61044,,
934,imperfective,двинуться,дви'жься,дви'жьтесь,дви'гался,дви'галась,дви'галось,дви'гались,13871,61045,61046,,
935,perfective,возникать,возни'кни,возни'кните,"возни'к,возни'кнул","возни'кла,возни'кнула","возни'кло,возни'кнуло","возни'кли,возни'кнули",132,,61047,,
941,perfective,звонить,позвони',позвони'те,позвони'л,позвони'ла,позвони'ло,позвони'ли,1228,,61048,,
942,perfective,крича'ть,закричи',закричи'те,закрича'л,закрича'ла,закрича'ло,закрича'ли,474,,61049,,
945,perfective,приказывать,прикажи',прикажи'те,приказа'л,приказа'ла,приказа'ло,приказа'ли,1451,,61050,,61051
949,perfective,пробовать,попро'буй,попро'буйте,попро'бовал,попро'бовала,попро'бовало,попро'бовали,1294,,61052,,61053
954,imperfective,"износить;наносить;сносить;относить",носи',носи'те,носи'л,носи'ла,носи'ло,носи'ли,835,61054,61055,61056,61057
956,perfective,кончаться,ко'нчись,ко'нчитесь,ко'нчился,ко'нчилась,ко'нчилось,ко'нчились,667,,61058,,
957,imperfective,"заплакать;поплакать",пла'чь,пла'чьте,пла'кал,пла'кала,пла'кало,пла'кали,1119,10234,61059,,
959,imperfective,"размешать;смешать;перемешать;помешать",меша'й,меша'йте,меша'л,меша'ла,меша'ло,меша'ли,732,61060,61061,61062,61063
964,imperfective,получиться,получа'йся,получа'йтесь,получа'лся,получа'лась,получа'лось,получа'лись,2226,61064,61065,,
967,imperfective,"пожелать;возжелать",жела'й,жела'йте,жела'л,жела'ла,жела'ло,жела'ли,410,3688,61066,,
970,perfective,привыкать,привы'кни,привы'кните,привы'к,привы'кла,привы'кло,привы'кли,1427,,55193,,
972,imperfective,посудить,суди',суди'те,суди'л,суди'ла,суди'ло,суди'ли,1952,61067,61068,54860,61069
981,imperfective,пообещать,обеща'й,обеща'йте,обеща'л,обеща'ла,обеща'ло,обеща'ли,850,61070,61071,61072,54194
983,imperfective,поставить,ста'вь,ста'вьте,ста'вил,ста'вила,ста'вило,ста'вили,1922,61073,61074,61075,61076
986,imperfective,коснуться,каса'йся,каса'йтесь,каса'лся,каса'лась,каса'лось,каса'лись,631,39331,61077,,
989,imperfective,"выколоть;расколоть",коли',коли'те,коло'л,коло'ла,коло'ло,коло'ли,660,27229,61078,,31994
991,perfective,собираться,собери'сь,собери'тесь,собра'лся,собрала'сь,"собра'лось,собрало'сь","собра'лись,собрали'сь",1835,,61079,,
994,imperfective,-,пахни',пахни'те,пахну'л,пахну'ла,пахну'ло,пахну'ли,2227,,,,
995,imperfective,возникнуть,возника'й,возника'йте,возника'л,возника'ла,возника'ло,возника'ли,131,61080,61081,,
